4450, C1, 0.8462, 0.3061, 0.0872, 0.0130, 0.0066, 0.0058, 0.0034, 0.0033, 0.0005, 0.0012, 0.0003, 0.0000, 0.0000, 0.0000, 
4500, C1, 0.5385, 0.2449, 0.0917, 0.0363, 0.0166, 0.0058, 0.0008, 0.0007, 0.0021, 0.0008, 0.0014, 0.0000, 0.0000, 0.0000, 
4550, C1, 0.7692, 0.3878, 0.1055, 0.0259, 0.0083, 0.0035, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4850, C1, 0.8462, 0.3571, 0.1239, 0.0311, 0.0050, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4900, C1, 0.1154, 0.1224, 0.1284, 0.0699, 0.0216, 0.0035, 0.0008, 0.0007, 0.0005, 0.0004, 0.0003, 0.0003, 0.0002, 0.0002, 0.0002, 
4950, C1, 0.5000, 0.3163, 0.1376, 0.0207, 0.0066, 0.0046, 0.0042, 0.0020, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5100, C1, 0.7692, 0.2755, 0.0780, 0.0311, 0.0133, 0.0092, 0.0042, 0.0013, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5150, C1, 0.6154, 0.2959, 0.0917, 0.0207, 0.0116, 0.0081, 0.0059, 0.0026, 0.0010, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5200, C1, 0.8077, 0.3673, 0.0550, 0.0181, 0.0199, 0.0092, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5250, C1, 0.1154, 0.1837, 0.1514, 0.0492, 0.0183, 0.0046, 0.0025, 0.0007, 0.0005, 0.0012, 0.0010, 0.0003, 0.0000, 0.0000, 
5450, C1, 0.8846, 0.2755, 0.0963, 0.0389, 0.0050, 0.0023, 0.0051, 0.0013, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5500, C1, 0.6538, 0.2653, 0.1147, 0.0181, 0.0050, 0.0046, 0.0034, 0.0046, 0.0026, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5550, C1, 0.6923, 0.3367, 0.0642, 0.0233, 0.0150, 0.0058, 0.0034, 0.0039, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5650, C1, 0.6154, 0.3673, 0.1101, 0.0104, 0.0166, 0.0081, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5700, C1, 0.8846, 0.2959, 0.0734, 0.0337, 0.0116, 0.0092, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5750, C1, 0.7692, 0.2755, 0.0917, 0.0155, 0.0083, 0.0058, 0.0051, 0.0033, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5850, C1, 0.0385, 0.1429, 0.1284, 0.0596, 0.0199, 0.0104, 0.0059, 0.0033, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
5950, C1, 0.4231, 0.3061, 0.1835, 0.0363, 0.0066, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6000, C1, 0.3846, 0.3061, 0.1055, 0.0181, 0.0083, 0.0092, 0.0059, 0.0052, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6250, C1, 0.4615, 0.3061, 0.1009, 0.0492, 0.0066, 0.0012, 0.0017, 0.0013, 0.0010, 0.0004, 0.0003, 0.0003, 0.0000, 0.0000, 0.0000, 
6300, C1, 0.3462, 0.3163, 0.1422, 0.0207, 0.0100, 0.0115, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6400, C1, 0.8077, 0.3878, 0.0642, 0.0233, 0.0100, 0.0081, 0.0034, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6500, C1, 0.5769, 0.3061, 0.0917, 0.0259, 0.0233, 0.0069, 0.0034, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6550, C1, 0.7308, 0.4388, 0.0963, 0.0155, 0.0116, 0.0023, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6600, C1, 0.7692, 0.2959, 0.0963, 0.0259, 0.0150, 0.0081, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6650, C1, 0.9231, 0.2551, 0.0413, 0.0285, 0.0166, 0.0139, 0.0042, 0.0013, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6700, C1, 0.2308, 0.2245, 0.1468, 0.0518, 0.0166, 0.0058, 0.0017, 0.0007, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6750, C1, 0.8462, 0.4184, 0.0917, 0.0285, 0.0033, 0.0012, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6800, C1, 0.4231, 0.2653, 0.1560, 0.0337, 0.0083, 0.0035, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6850, C1, 0.8846, 0.4082, 0.0688, 0.0155, 0.0100, 0.0035, 0.0017, 0.0013, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6900, C1, 0.6154, 0.3571, 0.1193, 0.0155, 0.0116, 0.0012, 0.0017, 0.0007, 0.0015, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
6950, C1, 0.5000, 0.3469, 0.1147, 0.0337, 0.0100, 0.0035, 0.0034, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
7050, C1, 0.5385, 0.3367, 0.0917, 0.0311, 0.0249, 0.0035, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
7100, C1, 0.6923, 0.3776, 0.1101, 0.0311, 0.0050, 0.0035, 0.0008, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
7150, C1, 0.6538, 0.2959, 0.1239, 0.0285, 0.0066, 0.0023, 0.0025, 0.0013, 0.0015, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 
7350, C1, 0.5769, 0.3367, 0.0917, 0.0207, 0.0100, 0.0058, 0.0051, 0.0020, 0.0015, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
7400, C1, 0.4615, 0.2857, 0.1514, 0.0285, 0.0133, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
7550, C1, 0.8462, 0.3367, 0.0459, 0.0181, 0.0116, 0.0104, 0.0034, 0.0046, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
7650, C1, 0.5769, 0.2857, 0.1101, 0.0285, 0.0100, 0.0069, 0.0042, 0.0026, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
7900, C1, 0.3077, 0.2551, 0.1193, 0.0311, 0.0166, 0.0069, 0.0059, 0.0020, 0.0010, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 
7950, C1, 0.6538, 0.3469, 0.1239, 0.0337, 0.0066, 0.0035, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
8000, C1, 0.7692, 0.2959, 0.1101, 0.0337, 0.0166, 0.0035, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
8200, C1, 0.9231, 0.3367, 0.0459, 0.0363, 0.0216, 0.0058, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
8750, C1, 0.4231, 0.2041, 0.1193, 0.0492, 0.0100, 0.0046, 0.0051, 0.0026, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
8800, C1, 0.8462, 0.3163, 0.0688, 0.0233, 0.0166, 0.0081, 0.0034, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
8850, C1, 0.3846, 0.3061, 0.1284, 0.0285, 0.0083, 0.0069, 0.0042, 0.0020, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9050, C1, 0.6154, 0.2857, 0.0734, 0.0415, 0.0150, 0.0069, 0.0017, 0.0007, 0.0010, 0.0012, 0.0000, 0.0000, 0.0000, 0.0000, 
9100, C1, 0.6154, 0.3163, 0.1468, 0.0285, 0.0066, 0.0012, 0.0008, 0.0013, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9150, C1, 0.8077, 0.3163, 0.0826, 0.0233, 0.0183, 0.0069, 0.0017, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9200, C1, 0.0769, 0.0918, 0.1009, 0.0699, 0.0249, 0.0150, 0.0076, 0.0020, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9350, C1, 0.7692, 0.3571, 0.1101, 0.0363, 0.0066, 0.0012, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9500, C1, 0.7692, 0.3367, 0.0917, 0.0311, 0.0133, 0.0046, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9700, C1, 0.8462, 0.3878, 0.0734, 0.0363, 0.0100, 0.0023, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9750, C1, 0.7308, 0.3469, 0.0780, 0.0155, 0.0150, 0.0081, 0.0034, 0.0013, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9800, C1, 0.3462, 0.3367, 0.1422, 0.0415, 0.0100, 0.0035, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
9850, C1, 0.5385, 0.3571, 0.1284, 0.0466, 0.0033, 0.0012, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10200, C1, 0.2308, 0.2755, 0.1330, 0.0389, 0.0116, 0.0035, 0.0042, 0.0013, 0.0010, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 
10250, C1, 0.1923, 0.2347, 0.1376, 0.0233, 0.0033, 0.0023, 0.0034, 0.0026, 0.0021, 0.0017, 0.0014, 0.0009, 0.0005, 0.0002, 0.0002, 
10300, C1, 0.3846, 0.2143, 0.1330, 0.0440, 0.0100, 0.0046, 0.0025, 0.0013, 0.0010, 0.0008, 0.0007, 0.0003, 0.0000, 0.0000, 
10350, C1, 0.7692, 0.2959, 0.0917, 0.0155, 0.0166, 0.0104, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10400, C1, 0.5000, 0.3571, 0.1330, 0.0259, 0.0033, 0.0012, 0.0051, 0.0020, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10450, C1, 0.6923, 0.3163, 0.0550, 0.0130, 0.0116, 0.0046, 0.0042, 0.0033, 0.0021, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10500, C1, 0.8846, 0.3469, 0.0550, 0.0233, 0.0133, 0.0069, 0.0034, 0.0020, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10550, C1, 0.8462, 0.2755, 0.0734, 0.0155, 0.0083, 0.0092, 0.0110, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10600, C1, 0.3077, 0.3163, 0.0963, 0.0440, 0.0100, 0.0035, 0.0034, 0.0039, 0.0010, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10650, C1, 0.4231, 0.2755, 0.1330, 0.0363, 0.0083, 0.0058, 0.0059, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10700, C1, 0.6154, 0.3163, 0.1101, 0.0337, 0.0100, 0.0069, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
10800, C1, 0.5000, 0.2449, 0.1239, 0.0440, 0.0116, 0.0046, 0.0034, 0.0020, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
11150, C1, 0.3846, 0.1531, 0.1239, 0.0466, 0.0116, 0.0035, 0.0042, 0.0039, 0.0031, 0.0004, 0.0003, 0.0000, 0.0000, 0.0000, 
11200, C1, 0.7308, 0.3265, 0.1009, 0.0389, 0.0183, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
11250, C1, 0.5000, 0.2755, 0.1239, 0.0415, 0.0083, 0.0035, 0.0059, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
11300, C1, 0.5000, 0.3061, 0.1422, 0.0207, 0.0050, 0.0058, 0.0059, 0.0013, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
11500, C1, 0.5385, 0.2653, 0.1009, 0.0311, 0.0116, 0.0058, 0.0025, 0.0033, 0.0021, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 
11550, C1, 0.7692, 0.3673, 0.0321, 0.0104, 0.0133, 0.0035, 0.0034, 0.0039, 0.0021, 0.0004, 0.0007, 0.0006, 0.0005, 0.0000, 
11700, C1, 0.3846, 0.2959, 0.1193, 0.0311, 0.0133, 0.0092, 0.0051, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
11750, C1, 0.5769, 0.2755, 0.0963, 0.0259, 0.0233, 0.0046, 0.0017, 0.0007, 0.0010, 0.0004, 0.0007, 0.0000, 0.0000, 0.0000, 
11800, C1, 0.8462, 0.3980, 0.0872, 0.0181, 0.0083, 0.0058, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12200, C1, 0.4231, 0.2551, 0.1468, 0.0570, 0.0150, 0.0012, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12300, C1, 0.0385, 0.1020, 0.0872, 0.0622, 0.0415, 0.0127, 0.0059, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12550, C1, 0.4231, 0.2959, 0.1193, 0.0415, 0.0083, 0.0104, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12600, C1, 0.7308, 0.3367, 0.1193, 0.0259, 0.0116, 0.0035, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12650, C1, 0.6923, 0.4490, 0.1147, 0.0285, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12700, C1, 0.8077, 0.2959, 0.0780, 0.0285, 0.0116, 0.0069, 0.0042, 0.0013, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12750, C1, 0.6538, 0.3061, 0.0963, 0.0337, 0.0166, 0.0058, 0.0017, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12800, C1, 0.8077, 0.3469, 0.0963, 0.0311, 0.0183, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12850, C1, 0.6154, 0.2959, 0.1376, 0.0285, 0.0017, 0.0035, 0.0025, 0.0033, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
12900, C1, 0.6923, 0.3673, 0.1009, 0.0207, 0.0050, 0.0012, 0.0008, 0.0020, 0.0005, 0.0004, 0.0003, 0.0009, 0.0000, 0.0000, 0.0000, 
12950, C1, 0.4615, 0.2653, 0.1055, 0.0415, 0.0233, 0.0069, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
13050, C1, 0.6154, 0.3673, 0.1239, 0.0130, 0.0050, 0.0069, 0.0042, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
13550, C1, 0.1154, 0.1735, 0.1239, 0.0596, 0.0150, 0.0023, 0.0025, 0.0007, 0.0021, 0.0004, 0.0003, 0.0009, 0.0015, 0.0000, 
13600, C1, 0.5385, 0.2755, 0.1009, 0.0181, 0.0183, 0.0081, 0.0042, 0.0020, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
13650, C1, 0.6923, 0.3163, 0.0872, 0.0363, 0.0150, 0.0069, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
13700, C1, 0.5385, 0.3163, 0.1055, 0.0155, 0.0066, 0.0046, 0.0042, 0.0020, 0.0010, 0.0008, 0.0010, 0.0006, 0.0000, 0.0000, 
13750, C1, 0.5385, 0.3163, 0.1193, 0.0363, 0.0100, 0.0035, 0.0025, 0.0013, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
13800, C1, 0.5000, 0.2959, 0.1284, 0.0104, 0.0266, 0.0081, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
13900, C1, 0.3462, 0.2959, 0.1284, 0.0440, 0.0150, 0.0058, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
