Q9BR61	1	36	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:6	Start_Coverage_FD:42	End_Coverage_FD:137	IDR_Length:35	FD_Length:95
P21730	1	21	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:9	Start_Coverage_FD:30	End_Coverage_FD:333	IDR_Length:20	FD_Length:303
Q5JTC6	1	493	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:3	Start_Coverage_FD:496	End_Coverage_FD:508	IDR_Length:492	FD_Length:12
O15169	1	82	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-8	Start_Coverage_FD:74	End_Coverage_FD:220	IDR_Length:81	FD_Length:146
Q8IYD1	1	54	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:5	Start_Coverage_FD:59	End_Coverage_FD:73	IDR_Length:53	FD_Length:14
P08912	1	20	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:21	End_Coverage_FD:224	IDR_Length:19	FD_Length:203
P28329	724	748	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-9	Start_Coverage_FD:120	End_Coverage_FD:733	IDR_Length:24	FD_Length:613
Q9H444	1	33	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-10	Start_Coverage_FD:23	End_Coverage_FD:97	IDR_Length:32	FD_Length:74
Q6NS38	1	57	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-1	Start_Coverage_FD:56	End_Coverage_FD:261	IDR_Length:56	FD_Length:205
Q9NZN5	1	65	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:2	Start_Coverage_FD:67	End_Coverage_FD:151	IDR_Length:64	FD_Length:84
Q8N884	1	148	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-1	Start_Coverage_FD:147	End_Coverage_FD:522	IDR_Length:147	FD_Length:375
Q9NSY1	1	39	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-1	Start_Coverage_FD:38	End_Coverage_FD:345	IDR_Length:38	FD_Length:307
Q9NZN9	309	384	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-7	Start_Coverage_FD:171	End_Coverage_FD:316	IDR_Length:75	FD_Length:145
O14646	1	270	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:268	End_Coverage_FD:443	IDR_Length:269	FD_Length:175
P20749	357	454	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-10	Start_Coverage_FD:127	End_Coverage_FD:367	IDR_Length:97	FD_Length:240
O00555	1972	2506	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:1954	End_Coverage_FD:1974	IDR_Length:534	FD_Length:20
Q6DD88	1	23	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:21	End_Coverage_FD:442	IDR_Length:22	FD_Length:421
P34972	326	360	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:235	End_Coverage_FD:325	IDR_Length:34	FD_Length:90
P78540	324	354	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-5	Start_Coverage_FD:24	End_Coverage_FD:329	IDR_Length:30	FD_Length:305
Q8WZ19	1	36	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-9	Start_Coverage_FD:27	End_Coverage_FD:144	IDR_Length:35	FD_Length:117
Q08043	1	27	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-1	Start_Coverage_FD:26	End_Coverage_FD:273	IDR_Length:26	FD_Length:247
P07492	49	148	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-1	Start_Coverage_FD:41	End_Coverage_FD:50	IDR_Length:99	FD_Length:9
O15085	1	41	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-1	Start_Coverage_FD:40	End_Coverage_FD:126	IDR_Length:40	FD_Length:86
Q2M2I8	1	35	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-8	Start_Coverage_FD:27	End_Coverage_FD:365	IDR_Length:34	FD_Length:338
Q14CW9	271	347	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-5	Start_Coverage_FD:197	End_Coverage_FD:276	IDR_Length:76	FD_Length:79
Q01484	1	38	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-10	Start_Coverage_FD:28	End_Coverage_FD:873	IDR_Length:37	FD_Length:845
Q9UQB9	1	34	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:2	Start_Coverage_FD:36	End_Coverage_FD:305	IDR_Length:33	FD_Length:269
Q99856	1	224	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-8	Start_Coverage_FD:216	End_Coverage_FD:351	IDR_Length:223	FD_Length:135
Q13363	1	21	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:7	Start_Coverage_FD:28	End_Coverage_FD:379	IDR_Length:20	FD_Length:351
Q99728	1	33	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-7	Start_Coverage_FD:26	End_Coverage_FD:140	IDR_Length:32	FD_Length:114
Q99967	1	212	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:4	Start_Coverage_FD:216	End_Coverage_FD:269	IDR_Length:211	FD_Length:53
Q9BPX3	901	1015	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:1	End_Coverage_FD:900	IDR_Length:114	FD_Length:899
Q16254	1	21	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-10	Start_Coverage_FD:11	End_Coverage_FD:86	IDR_Length:20	FD_Length:75
O60479	187	287	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:131	End_Coverage_FD:186	IDR_Length:100	FD_Length:55
Q96KQ7	1	416	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:3	Start_Coverage_FD:419	End_Coverage_FD:552	IDR_Length:415	FD_Length:133
Q9UI36	1	186	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:184	End_Coverage_FD:282	IDR_Length:185	FD_Length:98
Q9UKY1	1	64	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-4	Start_Coverage_FD:60	End_Coverage_FD:153	IDR_Length:63	FD_Length:93
Q9BSF0	1	53	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:3	Start_Coverage_FD:56	End_Coverage_FD:79	IDR_Length:52	FD_Length:23
Q9H4L7	1	87	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:8	Start_Coverage_FD:95	End_Coverage_FD:347	IDR_Length:86	FD_Length:252
Q9BTP6	1	52	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:3	Start_Coverage_FD:55	End_Coverage_FD:117	IDR_Length:51	FD_Length:62
P01282	151	170	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:125	End_Coverage_FD:153	IDR_Length:19	FD_Length:28
Q96QK1	777	796	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-4	Start_Coverage_FD:14	End_Coverage_FD:781	IDR_Length:19	FD_Length:767
Q96CG3	148	184	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:1	End_Coverage_FD:150	IDR_Length:36	FD_Length:149
P08670	1	68	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-9	Start_Coverage_FD:59	End_Coverage_FD:78	IDR_Length:67	FD_Length:19
Q14240	1	24	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:22	End_Coverage_FD:240	IDR_Length:23	FD_Length:218
Q9Y5N6	186	252	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-1	Start_Coverage_FD:94	End_Coverage_FD:187	IDR_Length:66	FD_Length:93
Q96RK0	1	21	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:0	Start_Coverage_FD:21	End_Coverage_FD:48	IDR_Length:20	FD_Length:27
O14493	189	209	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:6	Start_Coverage_FD:1	End_Coverage_FD:183	IDR_Length:20	FD_Length:182
Q9H9B1	1268	1298	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:2	Start_Coverage_FD:672	End_Coverage_FD:1266	IDR_Length:30	FD_Length:594
Q14451	1	97	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:3	Start_Coverage_FD:100	End_Coverage_FD:186	IDR_Length:96	FD_Length:86
Q9H840	1	52	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-5	Start_Coverage_FD:47	End_Coverage_FD:131	IDR_Length:51	FD_Length:84
P49674	297	416	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:3	Start_Coverage_FD:1	End_Coverage_FD:294	IDR_Length:119	FD_Length:293
Q9H9Z2	1	33	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:31	End_Coverage_FD:187	IDR_Length:32	FD_Length:156
Q969R5	1	86	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-4	Start_Coverage_FD:82	End_Coverage_FD:124	IDR_Length:85	FD_Length:42
O60942	567	597	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:0	Start_Coverage_FD:229	End_Coverage_FD:567	IDR_Length:30	FD_Length:338
P47902	1	158	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-5	Start_Coverage_FD:153	End_Coverage_FD:215	IDR_Length:157	FD_Length:62
O94868	627	740	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:567	End_Coverage_FD:629	IDR_Length:113	FD_Length:62
Q12906	593	894	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-7	Start_Coverage_FD:520	End_Coverage_FD:600	IDR_Length:301	FD_Length:80
Q9H8M2	1	142	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-8	Start_Coverage_FD:134	End_Coverage_FD:250	IDR_Length:141	FD_Length:116
Q7L2E3	1	37	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:5	Start_Coverage_FD:42	End_Coverage_FD:147	IDR_Length:36	FD_Length:105
P56524	1059	1084	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:2	Start_Coverage_FD:648	End_Coverage_FD:1057	IDR_Length:25	FD_Length:409
Q8IU57	297	520	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-10	Start_Coverage_FD:250	End_Coverage_FD:307	IDR_Length:223	FD_Length:57
Q9NZH6	1	51	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-5	Start_Coverage_FD:46	End_Coverage_FD:218	IDR_Length:50	FD_Length:172
Q14289	1	23	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:21	End_Coverage_FD:409	IDR_Length:22	FD_Length:388
Q9H063	207	256	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:2	Start_Coverage_FD:1	End_Coverage_FD:205	IDR_Length:49	FD_Length:204
O75122	1	63	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-3	Start_Coverage_FD:60	End_Coverage_FD:310	IDR_Length:62	FD_Length:250
P20807	1	42	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:4	Start_Coverage_FD:46	End_Coverage_FD:419	IDR_Length:41	FD_Length:373
Q9NYG8	270	393	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-4	Start_Coverage_FD:1	End_Coverage_FD:274	IDR_Length:123	FD_Length:273
Q6PKG0	1025	1096	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:2	Start_Coverage_FD:873	End_Coverage_FD:1023	IDR_Length:71	FD_Length:150
Q16644	1	39	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-6	Start_Coverage_FD:33	End_Coverage_FD:349	IDR_Length:38	FD_Length:316
Q16644	356	382	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:7	Start_Coverage_FD:33	End_Coverage_FD:349	IDR_Length:26	FD_Length:316
A6NHC0	1	22	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:23	End_Coverage_FD:346	IDR_Length:21	FD_Length:323
Q5XUX0	1	63	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:3	Start_Coverage_FD:66	End_Coverage_FD:539	IDR_Length:62	FD_Length:473
A1Z1Q3	238	425	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-5	Start_Coverage_FD:7	End_Coverage_FD:243	IDR_Length:187	FD_Length:236
Q14103	1	95	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:93	End_Coverage_FD:175	IDR_Length:94	FD_Length:82
Q86U70	280	411	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-5	Start_Coverage_FD:56	End_Coverage_FD:285	IDR_Length:131	FD_Length:229
Q13636	166	194	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-8	Start_Coverage_FD:2	End_Coverage_FD:174	IDR_Length:28	FD_Length:172
Q96PZ0	1	107	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-8	Start_Coverage_FD:99	End_Coverage_FD:661	IDR_Length:106	FD_Length:562
Q13114	1	33	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:10	Start_Coverage_FD:43	End_Coverage_FD:101	IDR_Length:32	FD_Length:58
Q5JUX0	1	50	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-5	Start_Coverage_FD:45	End_Coverage_FD:258	IDR_Length:49	FD_Length:213
Q86VQ6	1	54	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-3	Start_Coverage_FD:51	End_Coverage_FD:156	IDR_Length:53	FD_Length:105
Q5TCY1	346	1321	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:3	Start_Coverage_FD:1	End_Coverage_FD:343	IDR_Length:975	FD_Length:342
P13051	1	73	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:0	Start_Coverage_FD:73	End_Coverage_FD:88	IDR_Length:72	FD_Length:15
Q9Y5W5	352	379	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:6	Start_Coverage_FD:32	End_Coverage_FD:346	IDR_Length:27	FD_Length:314
Q9H981	1	33	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:34	End_Coverage_FD:624	IDR_Length:32	FD_Length:590
P02724	121	150	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:80	End_Coverage_FD:120	IDR_Length:29	FD_Length:40
Q92522	1	52	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-8	Start_Coverage_FD:44	End_Coverage_FD:123	IDR_Length:51	FD_Length:79
Q8TDF6	1	37	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:9	Start_Coverage_FD:46	End_Coverage_FD:460	IDR_Length:36	FD_Length:414
O00470	337	390	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:279	End_Coverage_FD:336	IDR_Length:53	FD_Length:57
Q6ZN17	1	28	Tail_w_PDB	N_Terminal_Status:1	C_Terminal_Status:0	Non_Tail_Status:0	FD_IDR_terminal_dist:-4	Start_Coverage_FD:24	End_Coverage_FD:111	IDR_Length:27	FD_Length:87
Q9BVG8	768	833	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:443	End_Coverage_FD:770	IDR_Length:65	FD_Length:327
P13645	449	584	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-7	Start_Coverage_FD:337	End_Coverage_FD:456	IDR_Length:135	FD_Length:119
P15884	625	667	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:1	Start_Coverage_FD:565	End_Coverage_FD:624	IDR_Length:42	FD_Length:59
O75909	261	580	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-6	Start_Coverage_FD:1	End_Coverage_FD:267	IDR_Length:319	FD_Length:266
Q71SY5	544	747	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-9	Start_Coverage_FD:391	End_Coverage_FD:553	IDR_Length:203	FD_Length:162
P23443	435	525	Tail_w_PDB	N_Terminal_Status:0	C_Terminal_Status:1	Non_Tail_Status:0	FD_IDR_terminal_dist:-2	Start_Coverage_FD:412	End_Coverage_FD:437	IDR_Length:90	FD_Length:25
