,Metric,<Rg> (nm),<Ree> (nm),nu,<Delta>,<S>,time,Name
0,Value,5.416644180561716,12.565152082780395,0.5095907110971758,0.21431557067529733,0.9351664865776,1928.82678604126,Swap4_IDRLab
0,Value,3.513582838537972,8.281552842048683,0.5095335292380591,0.21415141007846675,0.8080267843906213,392.3977108001709,HrpO_IDRLab
0,Value,3.4980819041625684,8.653349391258125,0.5865864969750301,0.21597240779700005,0.9072506057412456,386.5056729316712,E1A_2022_IDRLab
0,Value,3.6957639511257536,8.7435021771325,0.53642091337157,0.2328004237722701,0.9326059914572974,395.5632889270783,TIF2_624_774_IDRLab
0,Value,3.969697815979774,9.284626566942292,0.4891239661056263,0.2312355175611526,0.9077032952967032,613.621800661087,Tau_K25_IDRLab
0,Value,6.0921184450383725,13.861761974927152,0.4702296250978651,0.207588486821705,0.8564162980542172,2875.213616371155,Tau_ht410_2N3R_IDRLab
0,Value,3.12390820982114,7.4696853593744414,0.5503969219510166,0.23979128857468895,0.9749734181862958,373.0815143585205,chloroplastic_calvin_cycle_protein_IDRLab
0,Value,2.2137151960561043,5.2894977590652426,0.5357896944383156,0.21290345353152595,0.9451496360365128,338.2858541011811,MenV_LBD_IDRLab
0,Value,2.8607562061926872,6.7242379105452335,0.4960431152966553,0.19881625051256485,0.8397071134891565,397.6794879436493,A1_LCD_plus_7R_IDRLab
0,Value,3.614573292837697,8.342981644441384,0.4977506210883486,0.20213705385237893,0.8818429635918058,545.6954276561737,Nsp1_IDRLab
0,Value,3.7649722033492417,8.82814582833136,0.5181273176441208,0.2181369546098879,0.8911874648159301,497.5904712677002,IR_CTD_IDRLab
0,Value,5.3198129371559535,12.178963079235773,0.4969355682831165,0.20855175174844365,0.8877754873821251,1918.9623003005981,Swap6_IDRLab
0,Value,1.5723574565971532,3.810486455698206,0.5340411417484956,0.22059929278319795,0.9411958197291368,337.579562664032,Nup49_IDRLab
0,Value,3.769072835041504,8.867436662707666,0.512489433099961,0.2137872462215323,0.8610193583852241,619.6930305957793,ERalpha_NTD_IDRLab
0,Value,3.4859869008418065,8.350718863564309,0.5430313939444826,0.21520730412776548,0.8974194542410749,383.7913599014282,Tau_K18_P301L_IDRLab
0,Value,2.8275195372652924,6.423925648915647,0.45392861963021897,0.21792465712750897,0.8810422895928589,388.7436335086823,A1_LCD_plus_12D_IDRLab
0,Value,5.260576757773545,12.0873349088611,0.4930816672674779,0.208498529170541,0.9105214258396772,1914.6338346004486,PNt_IDRLab
0,Value,2.870084915424785,6.808963551003523,0.536006844641375,0.22559371156775326,0.9165809705213734,382.8131663799286,SMAD_linker_IDRLab
0,Value,2.934615064758904,6.722124024172023,0.4782131039463756,0.1963355386069044,0.8585372737225399,396.5875635147095,A1_LCD10F_plus_7R_plus_12D_IDRLab
0,Value,6.088206587932882,13.99583797069511,0.5175776038203443,0.2247038938553584,0.8636904264801041,2087.4328227043147,GHR_ICD_IDRLab
0,Value,2.669443076449362,6.128244446985649,0.4524683905291692,0.20667124801404846,0.8321521920592496,389.0197596549988,A1_LCD_NLS_IDRLab
0,Value,3.0829221680096457,7.237049085142638,0.5401040895347292,0.2271547583065579,0.967010641275816,384.23778200149536,p27_v14_IDRLab
0,Value,0.9110415799976472,2.2321394409796205,0.4906511941664549,0.2228257565490278,0.9166026439742462,326.6889102458954,stath_NTD_IDRLab
0,Value,2.359944598159873,5.476357416191488,0.4996175106002623,0.20108525109580985,0.8876119689105244,383.3910880088806,HeV_PNT3_CTD_200_254_IDRLab
0,Value,3.4990265622977854,8.078853160082692,0.5101235613893377,0.2291878835468751,0.8889866781850483,390.25583481788635,HeV_PNT3_200_310_YYY_AAA_IDRLab
0,Value,2.6296561580357998,5.8944402851239595,0.4335450955118435,0.17614714318397412,0.7820983385646343,390.6851952075958,A1_Aro_plus_IDRLab
0,Value,2.3933948893313013,5.756039550027463,0.5527584000510962,0.2274143279641205,0.9101624327951934,383.2529783248901,sfAFP_IDRLab
0,Value,4.303770486908334,10.503955649546905,0.6086520826130801,0.2386624678467876,1.0809535937304449,372.0356636047363,ProTa_IDRLab
0,Value,2.7650541099020987,6.220290002437552,0.4342026550566469,0.2012823400749985,0.8107594313404809,391.0021612644196,A1_LCD_plus_7K_plus_12Dblocky_IDRLab
0,Value,6.079223505970394,14.58247502295658,0.539593718676425,0.21205330912411055,0.8818302044893317,2352.7463238239293,syndecan3_ED_IDRLab
0,Value,2.3768280352014317,5.450147468453706,0.3720618852006861,0.14669902996148376,0.4298851354812016,385.4269559383392,p27_v56_IDRLab
0,Value,2.791546522205544,6.389837048270485,0.4957917222503158,0.2169810479963509,0.8993347019253898,385.4411189556122,p27_v44_IDRLab
0,Value,2.8206498995177807,6.4970680851526925,0.4634593846688279,0.2072029817602788,0.8456030275021711,392.1952772140503,A1_LCD_plus_7R_plus_10D_IDRLab
0,Value,2.6961266260776573,6.1549335813281525,0.4478230937913691,0.18921279438436425,0.7197053551136724,388.47706007957464,A1_LCD_plus_2R_IDRLab
0,Value,4.451487507507424,10.497585430048932,0.530523185316764,0.23819851108445894,0.8563364021897983,658.1740608215333,Tau_K32_IDRLab
0,Value,5.7601697205798095,13.170294989479912,0.4885328719703028,0.21614273620332253,0.9230819462966714,2166.800806760788,Tau_ht23_S214E_IDRLab
0,Value,5.3600911909915725,12.60861581154544,0.5148416729243435,0.21883070909523816,0.954716076257626,1922.8070318698885,Pertactin_NTD_IDRLab
0,Value,4.3714617533785765,9.542452127764923,0.4234817532796624,0.17411752826920074,0.9019635742623906,1431.470151424408,Ki_1_57_IDRLab
0,Value,3.2347041152150666,7.415276553474293,0.4907244835754103,0.20477361898947752,0.8290451660744723,453.93868112564087,N98_IDRLab
0,Value,2.993715530833584,7.3108046624395575,0.561734244493306,0.2308810261243748,0.9284168972729608,369.6170597076416,p531_91_IDRLab
0,Value,4.2034076957895525,9.974213892943931,0.5374812691809986,0.23914641919241936,0.9747722741846362,543.657906293869,Tau_K16_IDRLab
0,Value,3.608165981641229,8.45134450046703,0.5021620342193017,0.215853415616672,0.8747445069579501,492.97270131111145,ANAC046_IDRLab
0,Value,5.343098653065011,12.393089335614984,0.5044083361234311,0.20585151189653444,0.9080651006256868,1917.7227470874786,Swap3_IDRLab
0,Value,6.5995876234849815,15.13563521967994,0.4953092600273827,0.2130573624110276,0.928533399229356,3351.7885847091675,Tau_ht40_IDRLab
0,Value,3.2895975370233463,7.715679038955708,0.4979317837172912,0.19901024673014406,0.8043668196794879,394.6441221237183,Fhua_IDRLab
0,Value,5.942944743826108,13.691472446075592,0.5092205327771571,0.23278840940965986,0.9398259101861508,2161.5448126792908,Tau_ht23_IDRLab
0,Value,2.4218939354108158,5.832328060720906,0.5567175700824577,0.2231652919237201,0.9868001859243468,370.8636708259583,LS_IDRLab
0,Value,2.903715742063416,6.7907887616542855,0.4901105557864278,0.19420027511421664,0.8002971290036616,387.40321230888367,A1_LCD_aro___IDRLab
0,Value,3.5272838507646265,8.48981620813861,0.5551162202142834,0.2168722658620993,0.9216550906883364,387.1631510257721,Tau_K18_IDRLab
0,Value,5.248132106676653,12.019866324675204,0.4997697370148617,0.20811703590415825,0.8517681564301133,1921.1313672065733,Swap1_IDRLab
0,Value,1.1371330787216982,2.850306360408513,0.6015919723967204,0.25097939571628186,1.0352213541212447,326.99943327903753,RS-peptide_IDRLab
0,Value,3.5871448248155517,8.71494088130768,0.5508056501095303,0.22154348566813906,0.9619365288088636,391.08063864707947,II_1_IDRLab
0,Value,4.6792875682058765,11.02995144465957,0.4999915236746373,0.2112280999501172,0.8061572535956875,1278.7067267894745,NID_2059_2325_IDRLab
0,Value,5.437741280317074,12.676178864638011,0.5078173058972848,0.19803676772042905,0.8102105199455522,1785.1080768108368,CortactinCR_IDRLab
0,Value,3.6884546689024567,8.454421505362099,0.5001581766103983,0.21051341822108569,0.8998830818818464,458.10770654678345,PPI2_IDRLab
0,Value,3.704331304114996,8.623377199847289,0.5165784157571814,0.2015252203225001,0.8708789776217901,388.9446949958801,alpha_syn_IDRLab
0,Value,2.7025108878189674,6.192078381656398,0.4559224573089887,0.18437478198285087,0.7321031407732287,394.3231725692749,A1_LCD_6R_IDRLab
0,Value,2.859524801084397,6.832980888178854,0.4979400013516535,0.2079557156339292,0.7860098750354765,390.37149715423584,A1_LCD_6R_plus_6K_IDRLab
0,Value,2.769329221900237,6.403491043382221,0.4667500370182901,0.21569459797225973,0.82835456320736,389.0782699584961,A1_LCD_3R_plus_3K_IDRLab
0,Value,4.5645386132363495,10.356354032261203,0.4531190332239105,0.19515048436566776,0.8031523506273541,1541.8727238178253,Msh6_IDRLab
0,Value,2.7477575530414766,6.3386083182662425,0.4668965250132276,0.1889301296999913,0.8460194099110667,388.2697494029999,A1_LCD_plus_7F_7Y_IDRLab
0,Value,2.9455732394527394,6.942279982687247,0.5033450734381221,0.19907817051047866,0.8040615146033591,390.2201328277588,A1_Aro_minus_minus_IDRLab
0,Value,1.316589110491013,3.1998068359765135,0.5428307042055981,0.24135404358692236,0.9878763082920065,334.9265327453613,histatin_2021_IDRLab
0,Value,2.3725023105483456,5.6061577828243525,0.5311946352487305,0.21639979161837425,0.8676733900625347,382.3728561401367,snowflea_anti_IDRLab
0,Value,3.927335527042853,9.343958658883066,0.5267079019992743,0.1932296714103356,0.9242638712980366,486.42911052703863,Tau_K10_IDRLab
0,Value,5.023695519515945,11.546862850044713,0.4756520772602354,0.20564349348126454,0.8655886626695007,1925.3455073833466,Swap5_IDRLab
0,Value,1.756798392093868,4.2090094150918915,0.5053399253572479,0.20809428442445727,0.8439612464886894,338.2268533706665,TRF2_BR_IDRLab
0,Value,3.4552078412083014,8.241388206770926,0.539850258550674,0.2144172047394883,0.9518992888133836,392.8613135814667,Tau_K18_delK280_I277P_I308P_IDRLab
0,Value,1.3160652098806522,3.2295265644487707,0.5561210565880991,0.2218800728528469,1.0001463640714234,330.4262106418609,Histatin_IDRLab
0,Value,1.9100527054078067,4.6561113067949655,0.5454418451587623,0.2373651982704001,0.9072768998550298,337.85074853897095,Heh2_NLS_IDRLab
0,Value,2.435337518975934,5.804535928880326,0.5285701304031349,0.21890332850415714,0.9787013751532572,381.3235845565796,Nup1573_frag_IDRLab
0,Value,2.8019735239882158,6.691849821565127,0.539486822436589,0.2151476232585088,0.8787455025845915,385.9450485706329,Sic1_IDRLab
0,Value,3.846176742321679,8.855577310829451,0.4740074552336257,0.21328236766977995,0.8749706395972585,782.0958852767944,DeltaN_FATZ_1_IDRLab
0,Value,2.403221831249989,5.623732282778231,0.5044243656540712,0.21173839686824744,0.9138705244413236,383.842467546463,Nup153_NUS_IDRLab
0,Value,4.315427683740754,10.308132176688224,0.5611065087603874,0.22487984052137885,0.9371316211347942,436.7297761440277,syndecan4_IDRLab
0,Value,2.905665103644709,6.866840154293811,0.5027448873223919,0.20840191180396986,0.8019173985007081,387.8822381496429,A1_LCD_10R_plus_10K_IDRLab
0,Value,2.15963761726856,4.5019425013149625,0.21870801871352769,0.10955189589863833,0.30176494066858195,384.8994288444519,p27_v78_IDRLab
0,Value,3.1416247336294365,7.40615055555045,0.4972208536154262,0.2271819719748477,0.9070615646019424,393.2859375476837,NTail_IDRLab
0,Value,2.8730834528278515,6.817263841087168,0.5318109329125463,0.20992400263079428,0.9333490546084178,381.03294491767883,P1_100_IDRLab
0,Value,2.935453178640848,6.941782512568464,0.5155653922273419,0.21100206265292928,0.8537862050662495,380.7593810558319,p27_WT_v31_IDRLab
0,Value,4.9771934708666565,11.468594469325712,0.496656030294758,0.21386658707032932,0.8822689577177567,1123.5333936214447,Tau_ht35_2022_IDRLab
0,Value,2.8600102747844907,6.7521885180112085,0.5001663770738319,0.2201524604967192,0.9089092480377716,387.69142508506775,A1_LCD_4D_IDRLab
0,Value,3.098435205808689,7.401967967038202,0.5522085799303269,0.21828801902550946,1.0000575668010478,383.423406124115,p27_v15_IDRLab
0,Value,2.8291502515709297,6.519704650748861,0.4650740879291676,0.1870461958918375,0.8315106763432634,391.271853685379,A1_LCD_plus_8D_IDRLab
0,Value,2.16435702978127,5.095650163684229,0.5204724280946567,0.2285248117153333,0.9214877373478012,339.0391676425934,HMPV_IDRLab
0,Value,2.865864702963255,6.48664134620416,0.4558059722280523,0.18886211732204766,0.8032527557725718,387.82626080513,A1_LCD_plus_12E_IDRLab
0,Value,2.7768293801863657,6.432746376292874,0.4761403305053448,0.19400796215702826,0.8653796844778547,389.39906072616577,A1_LCD_9F_plus_3Y_IDRLab
0,Value,4.514817518611365,10.456356145637203,0.4668358281984792,0.18416423461661932,0.8336314108186533,1680.1150033473969,RpII215_portz_IDRLab
0,Value,5.255507957983376,12.01508556483972,0.4958344270473049,0.20707944949341686,0.8789180165358004,1921.4839134216309,Swap4_1_IDRLab
0,Value,2.8242697118563203,6.789034331446947,0.5235591068580504,0.21456518253231105,0.8541891784747493,381.74617767333984,IBB_IDRLab
0,Value,2.6489891534211014,6.070986772607071,0.4486733110312913,0.18315532490373926,0.7746112959596961,390.1681780815125,A1_LCD_12F_plus_12Y10R_IDRLab
0,Value,6.251925157061253,14.05461378266113,0.4636289008421204,0.1946342255007122,0.8685941812660308,3254.4705286026,Tau_ht410_2N4R_IDRLab
