A5PKW4	1	550	IDR	eps:36.9
A5PKW4	878	895	IDR	eps:2.25
A5PKW4	978	1024	IDR	eps:3.92
A5PLL7	1	31	IDR	eps:3.71
A5X5Y0	1	40	IDR	eps:-12.1
A5X5Y0	354	418	IDR	eps:10.5
A5YKK6	312	331	IDR	eps:5.56
A5YKK6	627	644	IDR	eps:2.66
A5YKK6	681	836	IDR	eps:6.66
A5YKK6	996	1086	IDR	eps:21.5
A5YKK6	1311	1373	IDR	eps:10.8
A5YM72	1	18	IDR	eps:-6.95
A6BM72	1	22	IDR	eps:-12.2
A6BM72	837	851	IDR	eps:1.4
A6BM72	874	1044	IDR	eps:12.6
A6H8Y1	1	290	IDR	eps:52.0
A6H8Y1	383	2624	IDR	eps:424.0
A6H8Z2	1	207	IDR	eps:57.4
A6H8Z2	382	402	IDR	eps:-2.21
A6NC98	1	46	IDR	eps:10.4
A6NC98	238	254	IDR	eps:1.31
A6NC98	428	724	IDR	eps:53.6
A6NC98	824	858	IDR	eps:1.92
A6NC98	956	979	IDR	eps:2.2
A6NC98	1303	1476	IDR	eps:10.3
A6NCS4	1	135	IDR	eps:4.64
A6NCS4	194	301	IDR	eps:-5.75
A6ND01	1	15	IDR	eps:-6.53
A6ND36	1	18	IDR	eps:0.939
A6ND36	74	129	IDR	eps:21.3
A6ND36	315	823	IDR	eps:60.9
A6NDB9	54	673	IDR	eps:146.0
A6NDE4	61	496	IDR	eps:-29.3
A6NDV4	1	36	IDR	eps:4.05
A6NDV4	427	472	IDR	eps:0.573
A6NED2	1	32	IDR	eps:-4.73
A6NED2	115	132	IDR	eps:11.9
A6NED2	253	282	IDR	eps:9.3
A6NEM1	1	82	IDR	eps:6.23
A6NEM1	143	160	IDR	eps:4.63
A6NEM1	326	432	IDR	eps:16.2
A6NFA1	1	33	IDR	eps:-6.74
A6NFA1	351	517	IDR	eps:15.1
A6NFX1	1	37	IDR	eps:6.01
A6NFX1	480	504	IDR	eps:0.683
A6NFY7	71	115	IDR	eps:2.36
A6NGG8	1	176	IDR	eps:16.7
A6NGG8	333	1288	IDR	eps:88.4
A6NGQ2	1	21	IDR	eps:3.5
A6NGU5	554	568	IDR	eps:0.906
A6NHR9	1	24	IDR	eps:6.52
A6NHR9	1960	2005	IDR	eps:1.95
A6NI15	1	121	IDR	eps:4.81
A6NI61	200	221	IDR	eps:3.53
A6NI73	1	38	IDR	eps:-5.95
A6NI73	238	299	IDR	eps:-8.76
A6NIH7	1	56	IDR	eps:7.48
A6NIH7	119	133	IDR	eps:20.0
A6NIX2	1	196	IDR	eps:4.33
A6NJ46	1	145	IDR	eps:-4.41
A6NJ46	195	265	IDR	eps:6.89
A6NJ78	354	407	IDR	eps:-2.4
A6NK06	460	481	IDR	eps:4.04
A6NK89	1	85	IDR	eps:-1.78
A6NK89	134	221	IDR	eps:9.34
A6NK89	270	312	IDR	eps:9.99
A6NK89	368	385	IDR	eps:4.82
A6NK89	442	507	IDR	eps:11.8
A6NKB5	87	806	IDR	eps:88.3
A6NKB5	1873	2137	IDR	eps:16.5
A6NMZ7	1	21	IDR	eps:-13.0
A6NMZ7	1394	1724	IDR	eps:4.57
A6NMZ7	2246	2263	IDR	eps:0.273
A6NNB3	1	33	IDR	eps:5.17
A6NNM8	1	89	IDR	eps:12.3
A6NNM8	445	480	IDR	eps:-0.491
A6NNM8	522	815	IDR	eps:-6.05
A6NNN8	1	21	IDR	eps:3.38
A6NNY8	1	49	IDR	eps:11.6
A6NNY8	243	257	IDR	eps:1.97
A6NNY8	342	361	IDR	eps:1.65
A6NNZ2	428	444	IDR	eps:20.4
A6PVC2	1	34	IDR	eps:2.84
A6PVC2	224	258	IDR	eps:7.23
A6PVC2	618	777	IDR	eps:11.2
A6PVC2	838	850	IDR	eps:-0.0179
A7E2V4	1	70	IDR	eps:3.58
A7E2V4	268	286	IDR	eps:5.74
A7E2V4	391	412	IDR	eps:3.51
A7E2V4	511	762	IDR	eps:26.3
A7E2V4	805	825	IDR	eps:5.03
A7E2V4	938	953	IDR	eps:0.145
A7E2V4	1015	1273	IDR	eps:16.3
A7E2V4	1427	1660	IDR	eps:16.0
A7E2Y1	1	21	IDR	eps:-0.758
A7E2Y1	413	426	IDR	eps:7.9
A7E2Y1	674	690	IDR	eps:7.65
A7E2Y1	1193	1215	IDR	eps:2.89
A7E2Y1	1787	1799	IDR	eps:5.88
A7E2Y1	1957	1983	IDR	eps:4.2
A7KAX9	1	85	IDR	eps:26.8
A7KAX9	576	2087	IDR	eps:263.0
A7MCY6	1	33	IDR	eps:10.3
A7MCY6	180	221	IDR	eps:0.293
A7MCY6	326	615	IDR	eps:23.0
A7MD48	1	611	IDR	eps:48.3
A7XYQ1	1	126	IDR	eps:11.6
A7XYQ1	270	873	IDR	eps:56.7
A8CG34	1	33	IDR	eps:0.112
A8CG34	66	1229	IDR	eps:78.0
A8K0Z3	1	14	IDR	eps:0.247
A8K0Z3	94	360	IDR	eps:35.1
A8K0Z3	419	465	IDR	eps:4.62
A8K2U0	1	16	IDR	eps:-14.3
A8K2U0	692	722	IDR	eps:2.38
A8K4G0	1	24	IDR	eps:-6.71
A8K4G0	124	201	IDR	eps:-4.58
A8K7I4	1	23	IDR	eps:-7.59
A8K7I4	869	914	IDR	eps:-1.6
A8K830	1	251	IDR	eps:8.14
A8K8P3	1	86	IDR	eps:6.88
A8K8P3	933	1148	IDR	eps:2.98
A8K8P3	1185	1197	IDR	eps:8.43
A8K8V0	1	177	IDR	eps:12.9
A8MPY1	1	86	IDR	eps:-2.58
A8MPY1	373	467	IDR	eps:-12.9
A8MQ03	1	144	IDR	eps:18.1
A8MQ27	1	68	IDR	eps:0.503
A8MQ27	214	274	IDR	eps:7.86
A8MQ27	434	499	IDR	eps:12.8
A8MTA8	1	240	IDR	eps:0.925
A8MTJ3	1	17	IDR	eps:3.14
A8MTJ6	1	130	IDR	eps:2.97
A8MTJ6	231	420	IDR	eps:4.25
A8MTQ0	1	91	IDR	eps:3.36
A8MTQ0	225	251	IDR	eps:11.9
A8MTZ0	1	19	IDR	eps:1.64
A8MU46	1	351	IDR	eps:131.0
A8MUP2	1	25	IDR	eps:-11.6
A8MV65	1	326	IDR	eps:19.6
A8MVW5	386	462	IDR	eps:15.8
A8MW92	181	676	IDR	eps:72.6
A8MW92	829	938	IDR	eps:19.3
A8MW95	1	76	IDR	eps:8.14
A8MW99	71	136	IDR	eps:7.46
A8MXD5	1	78	IDR	eps:8.28
A8MXV4	1	117	IDR	eps:-6.78
A8MXV4	144	160	IDR	eps:0.322
A8MYU2	620	704	IDR	eps:5.82
A8MYU2	800	859	IDR	eps:8.99
A8MYU2	1053	1149	IDR	eps:9.19
A8MZ59	69	143	IDR	eps:9.29
A8TX70	1	22	IDR	eps:-12.2
A8TX70	1400	1725	IDR	eps:-6.43
A8TX70	2258	2278	IDR	eps:-0.0341
A8TX70	2602	2615	IDR	eps:12.5
A9QM74	1	19	IDR	eps:-1.87
A9YTQ3	1	41	IDR	eps:5.12
A9YTQ3	89	108	IDR	eps:2.68
A9YTQ3	252	701	IDR	eps:13.0
B0L3A2	1	85	IDR	eps:-6.4
B0YJ81	1	65	IDR	eps:17.3
B1AK53	338	854	IDR	eps:46.1
B2RTY4	1	14	IDR	eps:-3.7
B2RTY4	721	854	IDR	eps:1.35
B2RTY4	1164	1851	IDR	eps:79.7
B2RTY4	1970	2001	IDR	eps:6.53
B2RTY4	2278	2548	IDR	eps:39.6
B2RUY7	1	39	IDR	eps:1.68
B2RUZ4	1	36	IDR	eps:11.6
B2RXF5	120	292	IDR	eps:22.9
B2RXH2	1	13	IDR	eps:2.4
B2RXH2	376	506	IDR	eps:-6.98
B3KU38	1	480	IDR	eps:40.6
B6A8C7	1	34	IDR	eps:-5.73
B7U540	1	39	IDR	eps:-2.24
B7U540	353	433	IDR	eps:2.86
B7ZAQ6	219	242	IDR	eps:1.63
C4AMC7	1	15	IDR	eps:-1.02
C4AMC7	101	463	IDR	eps:34.8
C9JE40	1	189	IDR	eps:18.9
C9JLW8	1	27	IDR	eps:9.34
C9JLW8	85	97	IDR	eps:1.73
C9JR72	446	458	IDR	eps:3.05
D3W0D1	1	25	IDR	eps:0.14
D6RGH6	1	176	IDR	eps:7.57
D6RGH6	297	385	IDR	eps:-7.67
E0CX11	1	47	IDR	eps:-0.319
F5H094	1	21	IDR	eps:5.6
F5H094	652	687	IDR	eps:11.7
G2XKQ0	1	15	IDR	eps:3.41
H0YL14	1	34	IDR	eps:-1.14
H3BV60	1	292	IDR	eps:-1.34
K7EJ46	58	83	IDR	eps:2.78
K9M1U5	128	179	IDR	eps:-0.49
M0R2J8	1	147	IDR	eps:10.8
M0R2J8	823	837	IDR	eps:2.47
M0R2J8	1064	1157	IDR	eps:13.5
M0R2J8	1590	1611	IDR	eps:5.49
O00115	1	17	IDR	eps:-18.7
O00116	1	87	IDR	eps:9.04
O00116	144	157	IDR	eps:4.58
O00124	128	185	IDR	eps:13.2
O00139	62	160	IDR	eps:21.9
O00139	693	706	IDR	eps:3.64
O00141	1	95	IDR	eps:0.42
O00141	374	431	IDR	eps:14.2
O00142	1	50	IDR	eps:0.541
O00144	137	211	IDR	eps:4.88
O00144	482	505	IDR	eps:2.04
O00144	553	591	IDR	eps:1.35
O00148	1	34	IDR	eps:23.6
O00151	95	251	IDR	eps:45.0
O00154	1	39	IDR	eps:-6.03
O00154	347	380	IDR	eps:-0.161
O00155	1	19	IDR	eps:0.959
O00155	182	196	IDR	eps:3.9
O00155	229	241	IDR	eps:2.42
O00155	320	361	IDR	eps:-1.06
O00160	549	561	IDR	eps:1.76
O00160	912	1044	IDR	eps:8.59
O00161	101	142	IDR	eps:6.93
O00165	1	279	IDR	eps:11.8
O00167	1	266	IDR	eps:-0.599
O00167	332	366	IDR	eps:6.01
O00168	65	92	IDR	eps:-3.07
O00175	98	119	IDR	eps:2.72
O00180	286	336	IDR	eps:17.5
O00182	1	18	IDR	eps:-0.772
O00182	150	228	IDR	eps:2.92
O00182	279	295	IDR	eps:3.28
O00187	1	20	IDR	eps:-9.61
O00189	152	184	IDR	eps:6.89
O00189	367	412	IDR	eps:-0.641
O00192	43	355	IDR	eps:44.4
O00192	499	513	IDR	eps:4.99
O00192	584	649	IDR	eps:8.97
O00192	846	962	IDR	eps:18.3
O00194	193	218	IDR	eps:6.34
O00198	1	91	IDR	eps:-13.4
O00203	1	39	IDR	eps:3.19
O00203	260	294	IDR	eps:10.6
O00203	661	859	IDR	eps:62.2
O00204	306	365	IDR	eps:22.7
O00206	1	24	IDR	eps:-7.24
O00206	819	839	IDR	eps:0.956
O00212	1	13	IDR	eps:3.53
O00213	1	366	IDR	eps:54.7
O00213	668	710	IDR	eps:1.36
O00217	1	29	IDR	eps:-4.96
O00220	1	90	IDR	eps:4.08
O00220	266	355	IDR	eps:4.39
O00221	1	236	IDR	eps:8.87
O00222	1	33	IDR	eps:-7.26
O00222	869	908	IDR	eps:2.6
O00232	1	16	IDR	eps:-0.272
O00232	332	345	IDR	eps:10.1
O00233	1	18	IDR	eps:5.98
O00233	124	184	IDR	eps:8.83
O00237	521	606	IDR	eps:24.2
O00237	671	685	IDR	eps:2.08
O00238	1	167	IDR	eps:-5.22
O00241	1	31	IDR	eps:-6.42
O00241	356	398	IDR	eps:-15.0
O00253	1	53	IDR	eps:-21.5
O00254	1	45	IDR	eps:-7.48
O00255	386	405	IDR	eps:4.47
O00255	461	610	IDR	eps:18.5
O00257	73	560	IDR	eps:76.5
O00264	1	67	IDR	eps:1.67
O00264	174	195	IDR	eps:15.5
O00267	1	163	IDR	eps:105.0
O00267	651	980	IDR	eps:45.5
O00268	1	590	IDR	eps:74.9
O00268	665	846	IDR	eps:10.9
O00268	1010	1085	IDR	eps:4.57
O00270	302	319	IDR	eps:1.84
O00273	1	14	IDR	eps:6.74
O00273	216	229	IDR	eps:4.08
O00273	307	331	IDR	eps:3.74
O00287	1	220	IDR	eps:31.7
O00291	1	44	IDR	eps:5.28
O00291	159	174	IDR	eps:1.39
O00291	291	373	IDR	eps:18.8
O00291	922	975	IDR	eps:9.63
O00291	1013	1037	IDR	eps:16.7
O00292	1	19	IDR	eps:-10.2
O00294	1	290	IDR	eps:48.8
O00299	151	164	IDR	eps:19.3
O00300	1	22	IDR	eps:-4.66
O00300	178	192	IDR	eps:3.42
O00303	1	83	IDR	eps:16.5
O00305	1	67	IDR	eps:0.458
O00305	163	212	IDR	eps:3.52
O00305	404	520	IDR	eps:1.98
O00308	1	36	IDR	eps:4.62
O00308	127	308	IDR	eps:26.9
O00308	395	408	IDR	eps:3.1
O00311	1	30	IDR	eps:2.21
O00311	220	348	IDR	eps:20.0
O00311	469	574	IDR	eps:16.7
O00327	1	65	IDR	eps:12.4
O00327	208	307	IDR	eps:8.37
O00327	451	626	IDR	eps:6.53
O00329	283	316	IDR	eps:6.75
O00330	145	273	IDR	eps:19.9
O00337	1	62	IDR	eps:0.472
O00339	1	49	IDR	eps:-11.9
O00339	838	917	IDR	eps:10.8
O00341	163	178	IDR	eps:6.54
O00341	507	560	IDR	eps:12.7
O00358	1	52	IDR	eps:5.03
O00358	173	373	IDR	eps:-2.56
O00391	1	33	IDR	eps:-12.6
O00391	547	697	IDR	eps:4.88
O00400	1	62	IDR	eps:5.19
O00401	1	14	IDR	eps:2.1
O00401	141	217	IDR	eps:10.7
O00401	270	505	IDR	eps:46.5
O00408	1	42	IDR	eps:3.23
O00408	197	223	IDR	eps:3.86
O00408	906	941	IDR	eps:13.2
O00409	1	113	IDR	eps:21.4
O00409	207	490	IDR	eps:30.8
O00410	321	338	IDR	eps:10.9
O00410	818	831	IDR	eps:21.4
O00411	1	118	IDR	eps:3.76
O00411	203	219	IDR	eps:3.59
O00411	728	753	IDR	eps:6.03
O00418	1	77	IDR	eps:35.4
O00418	349	483	IDR	eps:26.6
O00421	1	24	IDR	eps:10.7
O00421	318	344	IDR	eps:6.78
O00422	1	19	IDR	eps:6.79
O00422	137	153	IDR	eps:-0.0418
O00423	1	34	IDR	eps:4.08
O00423	72	180	IDR	eps:15.2
O00425	159	192	IDR	eps:2.18
O00425	375	400	IDR	eps:-0.0596
O00425	567	579	IDR	eps:2.05
O00429	521	629	IDR	eps:20.7
O00443	1	373	IDR	eps:41.9
O00443	608	640	IDR	eps:6.51
O00443	662	676	IDR	eps:7.35
O00443	770	788	IDR	eps:2.12
O00443	1605	1620	IDR	eps:9.72
O00444	249	603	IDR	eps:36.1
O00444	794	880	IDR	eps:4.57
O00445	1	28	IDR	eps:8.89
O00445	90	103	IDR	eps:5.39
O00451	1	33	IDR	eps:-4.15
O00451	349	464	IDR	eps:10.0
O00453	47	97	IDR	eps:5.79
O00459	87	110	IDR	eps:0.228
O00459	252	325	IDR	eps:12.4
O00461	245	404	IDR	eps:51.9
O00461	463	696	IDR	eps:127.0
O00462	1	19	IDR	eps:-13.1
O00463	1	25	IDR	eps:-1.34
O00468	1	35	IDR	eps:-4.11
O00468	328	353	IDR	eps:-1.89
O00468	656	699	IDR	eps:7.48
O00468	963	1134	IDR	eps:22.7
O00468	1259	1334	IDR	eps:13.9
O00469	1	32	IDR	eps:-3.6
O00470	1	113	IDR	eps:4.67
O00470	184	279	IDR	eps:21.4
O00470	333	390	IDR	eps:-4.58
O00472	139	204	IDR	eps:9.31
O00472	285	521	IDR	eps:37.8
O00476	1	29	IDR	eps:5.24
O00476	68	104	IDR	eps:4.36
O00478	1	32	IDR	eps:-13.7
O00478	515	584	IDR	eps:18.9
O00481	1	31	IDR	eps:-21.9
O00482	1	71	IDR	eps:1.25
O00482	204	298	IDR	eps:0.166
O00483	1	13	IDR	eps:0.946
O00487	1	23	IDR	eps:-2.39
O00488	1	57	IDR	eps:-1.6
O00488	94	134	IDR	eps:13.0
O00499	273	525	IDR	eps:55.9
O00501	196	218	IDR	eps:2.22
O00505	1	63	IDR	eps:3.73
O00505	502	521	IDR	eps:-0.374
O00506	292	382	IDR	eps:11.3
O00507	1	75	IDR	eps:19.6
O00507	972	1001	IDR	eps:2.64
O00507	1590	1634	IDR	eps:12.0
O00507	1837	1863	IDR	eps:12.7
O00507	2438	2555	IDR	eps:22.6
O00512	1	1426	IDR	eps:138.0
O00519	1	39	IDR	eps:-7.85
O00519	208	233	IDR	eps:-1.72
O00526	130	152	IDR	eps:-3.01
O00533	1	31	IDR	eps:-18.8
O00533	693	714	IDR	eps:4.24
O00533	1106	1208	IDR	eps:20.5
O00541	1	58	IDR	eps:0.221
O00541	291	312	IDR	eps:25.3
O00541	444	516	IDR	eps:37.1
O00541	571	588	IDR	eps:3.88
O00548	1	23	IDR	eps:-8.74
O00548	530	545	IDR	eps:1.47
O00548	572	723	IDR	eps:24.3
O00555	1	65	IDR	eps:-5.17
O00555	259	289	IDR	eps:7.04
O00555	405	462	IDR	eps:3.03
O00555	725	1226	IDR	eps:41.9
O00555	1980	2506	IDR	eps:9.54
O00559	1	154	IDR	eps:7.95
O00560	1	41	IDR	eps:12.8
O00562	1	55	IDR	eps:-7.58
O00562	258	421	IDR	eps:43.4
O00562	499	511	IDR	eps:2.94
O00562	573	685	IDR	eps:14.6
O00562	793	821	IDR	eps:5.32
O00562	1171	1244	IDR	eps:7.84
O00566	100	398	IDR	eps:132.0
O00566	520	581	IDR	eps:17.3
O00567	458	594	IDR	eps:39.0
O00571	1	175	IDR	eps:38.8
O00571	579	662	IDR	eps:-5.06
O00574	1	20	IDR	eps:2.88
O00574	315	342	IDR	eps:2.58
O00584	1	24	IDR	eps:-15.6
O00585	1	35	IDR	eps:-8.63
O00585	92	134	IDR	eps:14.3
O00587	1	47	IDR	eps:-12.5
O00590	1	20	IDR	eps:7.96
O00590	337	384	IDR	eps:9.15
O00591	1	27	IDR	eps:-7.92
O00592	1	341	IDR	eps:54.9
O00592	443	456	IDR	eps:5.45
O00592	500	558	IDR	eps:28.9
O00602	1	112	IDR	eps:1.43
O00622	1	26	IDR	eps:-14.2
O00623	1	15	IDR	eps:3.55
O00623	214	229	IDR	eps:3.1
O00624	50	71	IDR	eps:3.93
O00629	1	61	IDR	eps:-0.464
O00629	489	521	IDR	eps:5.87
O00631	1	31	IDR	eps:-16.1
O00712	186	420	IDR	eps:43.5
O00716	1	178	IDR	eps:3.8
O00716	351	465	IDR	eps:17.4
O00744	1	28	IDR	eps:-7.28
O00744	170	199	IDR	eps:-0.657
O00746	1	38	IDR	eps:-6.89
O00748	1	33	IDR	eps:-10.2
O00750	1	326	IDR	eps:19.1
O00750	557	571	IDR	eps:2.37
O00750	715	771	IDR	eps:-1.89
O00750	1480	1501	IDR	eps:4.13
O00754	1	52	IDR	eps:-11.5
O00755	1	32	IDR	eps:-12.0
O00762	1	30	IDR	eps:5.61
O00763	1	231	IDR	eps:16.5
O00767	1	64	IDR	eps:21.6
O14490	1	778	IDR	eps:70.7
O14490	903	977	IDR	eps:9.38
O14492	1	16	IDR	eps:2.31
O14492	84	174	IDR	eps:10.2
O14492	340	410	IDR	eps:14.4
O14492	515	632	IDR	eps:18.6
O14493	189	209	IDR	eps:13.1
O14494	257	284	IDR	eps:11.2
O14495	1	28	IDR	eps:1.33
O14497	1	1007	IDR	eps:78.2
O14497	1110	1659	IDR	eps:53.8
O14497	1737	1965	IDR	eps:52.2
O14497	2024	2043	IDR	eps:4.93
O14503	1	28	IDR	eps:4.27
O14503	185	412	IDR	eps:12.8
O14508	1	29	IDR	eps:0.278
O14511	1	154	IDR	eps:15.8
O14511	439	850	IDR	eps:5.92
O14512	1	376	IDR	eps:12.0
O14514	1	41	IDR	eps:-19.0
O14514	149	165	IDR	eps:0.331
O14514	215	229	IDR	eps:1.13
O14514	282	360	IDR	eps:3.79
O14514	1199	1584	IDR	eps:48.2
O14519	1	57	IDR	eps:-0.897
O14520	1	15	IDR	eps:1.38
O14520	285	342	IDR	eps:7.63
O14521	1	63	IDR	eps:-8.49
O14522	1	28	IDR	eps:-13.4
O14522	724	746	IDR	eps:8.3
O14522	774	854	IDR	eps:3.49
O14522	894	917	IDR	eps:3.39
O14523	43	58	IDR	eps:0.188
O14523	259	706	IDR	eps:47.2
O14524	1	22	IDR	eps:1.5
O14524	373	444	IDR	eps:12.6
O14525	1	29	IDR	eps:-8.9
O14525	126	151	IDR	eps:9.84
O14525	180	384	IDR	eps:2.39
O14525	897	913	IDR	eps:7.85
O14526	254	619	IDR	eps:38.0
O14526	824	889	IDR	eps:-5.39
O14529	108	169	IDR	eps:6.49
O14529	380	554	IDR	eps:20.6
O14529	635	883	IDR	eps:24.4
O14529	926	1045	IDR	eps:7.21
O14529	1136	1163	IDR	eps:4.58
O14529	1228	1486	IDR	eps:52.9
O14530	202	226	IDR	eps:-0.245
O14531	509	572	IDR	eps:4.12
O14543	1	15	IDR	eps:0.412
O14543	130	159	IDR	eps:7.48
O14544	1	337	IDR	eps:34.0
O14556	1	67	IDR	eps:13.9
O14558	1	25	IDR	eps:-1.01
